date,zone,zone_name,zone_type,PM2.5,PM10,NO2,SO2,AQI,Category
2024-05-05,South,Makarpura (GIDC),Industrial,61.07,220.21,61.64,6.46,231,Poor
2024-05-05,East,Waghodia/Ajwa Rd,Developing/Commercial,57.0,225.0,44.64,3.58,202,Poor
2024-05-05,West,Alkapuri/Old Padra,Residential,50.36,154.85,36.78,1.53,159,Moderate
2024-05-05,Central,Sayajigunj/Mandvi,Commercial/Traffic,54.29,244.49,66.01,3.91,205,Poor
2024-05-06,North,Nandesari (Industrial),Industrial,77.63,238.5,65.08,7.36,246,Poor
2024-05-06,South,Makarpura (GIDC),Industrial,73.56,215.52,49.55,4.94,242,Poor
2024-05-06,East,Waghodia/Ajwa Rd,Developing/Commercial,55.79,228.47,39.59,3.16,190,Moderate
2024-05-06,West,Alkapuri/Old Padra,Residential,53.54,170.92,36.76,1.59,168,Moderate
2024-05-06,Central,Sayajigunj/Mandvi,Commercial/Traffic,65.73,222.58,51.58,3.42,221,Poor
2024-05-07,North,Nandesari (Industrial),Industrial,86.9,190.55,62.83,10.81,212,Poor
2024-05-07,South,Makarpura (GIDC),Industrial,82.4,177.88,48.14,8.95,214,Poor
2024-05-07,East,Waghodia/Ajwa Rd,Developing/Commercial,74.1,167.88,45.6,4.38,169,Moderate
2024-05-07,West,Alkapuri/Old Padra,Residential,53.66,110.65,39.94,2.24,152,Moderate
2024-05-07,Central,Sayajigunj/Mandvi,Commercial/Traffic,82.46,159.78,60.3,5.09,181,Moderate
2024-05-08,North,Nandesari (Industrial),Industrial,64.87,245.91,42.43,10.96,259,Poor
2024-05-08,South,Makarpura (GIDC),Industrial,63.51,208.34,31.11,7.32,222,Poor
2024-05-08,East,Waghodia/Ajwa Rd,Developing/Commercial,49.41,221.43,28.23,4.07,183,Moderate
2024-05-08,West,Alkapuri/Old Padra,Residential,42.36,158.67,24.81,2.35,164,Moderate
2024-05-08,Central,Sayajigunj/Mandvi,Commercial/Traffic,63.21,198.69,35.75,4.97,213,Poor
2024-05-09,North,Nandesari (Industrial),Industrial,80.29,146.32,42.94,10.04,192,Moderate
2024-05-09,South,Makarpura (GIDC),Industrial,66.25,135.49,36.62,7.11,167,Moderate
2024-05-09,East,Waghodia/Ajwa Rd,Developing/Commercial,53.22,134.09,30.44,3.94,137,Moderate
2024-05-09,West,Alkapuri/Old Padra,Residential,49.01,98.33,27.35,1.89,124,Moderate
2024-05-09,Central,Sayajigunj/Mandvi,Commercial/Traffic,60.39,145.33,37.42,4.43,157,Moderate
2024-05-10,North,Nandesari (Industrial),Industrial,85.17,344.89,48.75,14.25,342,Very Poor
2024-05-10,South,Makarpura (GIDC),Industrial,66.55,298.98,46.91,9.73,330,Very Poor
2024-05-10,East,Waghodia/Ajwa Rd,Developing/Commercial,61.96,304.06,37.1,4.88,255,Poor
2024-05-10,West,Alkapuri/Old Padra,Residential,55.97,208.72,33.18,2.58,234,Poor
2024-05-10,Central,Sayajigunj/Mandvi,Commercial/Traffic,70.56,282.99,54.96,6.08,304,Very Poor
2024-05-11,North,Nandesari (Industrial),Industrial,54.81,220.6,35.5,12.03,214,Poor
2024-05-11,South,Makarpura (GIDC),Industrial,54.46,200.54,31.65,9.51,198,Moderate
2024-05-11,East,Waghodia/Ajwa Rd,Developing/Commercial,47.67,187.06,25.24,5.24,170,Moderate
2024-05-11,West,Alkapuri/Old Padra,Residential,34.73,145.61,19.62,2.69,139,Moderate
2024-05-11,Central,Sayajigunj/Mandvi,Commercial/Traffic,49.26,199.43,30.54,5.09,188,Moderate
2024-05-12,North,Nandesari (Industrial),Industrial,74.19,224.48,57.82,8.14,235,Poor
2024-05-12,South,Makarpura (GIDC),Industrial,69.9,211.18,57.06,6.15,211,Poor
2024-05-12,East,Waghodia/Ajwa Rd,Developing/Commercial,60.5,192.7,46.38,3.43,168,Moderate
2024-05-12,West,Alkapuri/Old Padra,Residential,56.47,139.36,41.82,1.58,143,Moderate
2024-05-12,Central,Sayajigunj/Mandvi,Commercial/Traffic,61.44,192.59,58.96,3.8,195,Moderate
2024-05-13,North,Nandesari (Industrial),Industrial,72.15,257.81,51.03,14.61,251,Poor
2024-05-13,South,Makarpura (GIDC),Industrial,69.5,243.83,50.92,9.97,213,Poor
2024-05-13,East,Waghodia/Ajwa Rd,Developing/Commercial,52.5,193.14,36.54,5.14,188,Moderate
2024-05-13,West,Alkapuri/Old Padra,Residential,49.64,164.48,34.63,2.96,161,Moderate
2024-05-13,Central,Sayajigunj/Mandvi,Commercial/Traffic,60.64,226.87,50.93,6.3,214,Poor
2024-05-14,North,Nandesari (Industrial),Industrial,96.15,215.1,29.02,9.74,214,Poor
2024-05-14,South,Makarpura (GIDC),Industrial,79.34,181.53,27.35,7.5,196,Moderate
2024-05-14,East,Waghodia/Ajwa Rd,Developing/Commercial,73.76,177.36,21.26,4.3,166,Moderate
2024-05-14,West,Alkapuri/Old Padra,Residential,60.7,137.14,18.19,2.27,144,Moderate
2024-05-14,Central,Sayajigunj/Mandvi,Commercial/Traffic,71.08,190.48,30.82,4.38,191,Moderate
2024-05-15,North,Nandesari (Industrial),Industrial,77.91,227.41,43.31,8.49,259,Poor
2024-05-15,South,Makarpura (GIDC),Industrial,68.92,251.81,36.71,5.76,235,Poor
2024-05-15,East,Waghodia/Ajwa Rd,Developing/Commercial,58.6,193.89,30.3,3.14,197,Moderate
2024-05-15,West,Alkapuri/Old Padra,Residential,51.44,163.88,28.47,1.57,168,Moderate
2024-05-15,Central,Sayajigunj/Mandvi,Commercial/Traffic,65.93,238.44,45.31,3.92,205,Poor
2024-05-16,North,Nandesari (Industrial),Industrial,63.48,254.2,47.63,11.7,243,Poor
2024-05-16,South,Makarpura (GIDC),Industrial,60.61,220.22,40.55,9.54,212,Poor
2024-05-16,East,Waghodia/Ajwa Rd,Developing/Commercial,44.61,203.14,35.02,4.74,188,Moderate
2024-05-16,West,Alkapuri/Old Padra,Residential,36.4,158.75,28.43,2.55,150,Moderate
2024-05-16,Central,Sayajigunj/Mandvi,Commercial/Traffic,48.69,219.46,44.83,5.72,206,Poor
2024-05-17,North,Nandesari (Industrial),Industrial,121.42,239.61,50.37,10.9,321,Very Poor
2024-05-17,South,Makarpura (GIDC),Industrial,128.44,239.0,41.09,8.33,283,Poor
2024-05-17,East,Waghodia/Ajwa Rd,Developing/Commercial,89.93,216.1,35.38,4.38,243,Poor
2024-05-17,West,Alkapuri/Old Padra,Residential,80.4,153.35,29.87,2.06,220,Poor
2024-05-17,Central,Sayajigunj/Mandvi,Commercial/Traffic,105.15,238.39,43.85,4.92,262,Poor
2024-05-18,North,Nandesari (Industrial),Industrial,67.59,221.8,34.11,10.64,208,Poor
2024-05-18,South,Makarpura (GIDC),Industrial,63.29,184.42,27.67,6.64,192,Moderate
2024-05-18,East,Waghodia/Ajwa Rd,Developing/Commercial,55.24,173.57,22.43,4.22,162,Moderate
2024-05-18,West,Alkapuri/Old Padra,Residential,43.98,127.1,19.45,1.84,135,Moderate
2024-05-18,Central,Sayajigunj/Mandvi,Commercial/Traffic,62.75,175.01,30.91,4.64,187,Moderate
2024-05-19,North,Nandesari (Industrial),Industrial,92.1,228.36,53.99,6.84,227,Poor
2024-05-19,South,Makarpura (GIDC),Industrial,81.51,218.54,49.22,4.5,203,Poor
2024-05-19,East,Waghodia/Ajwa Rd,Developing/Commercial,65.85,207.39,38.44,2.33,182,Moderate
2024-05-19,West,Alkapuri/Old Padra,Residential,59.91,132.26,32.83,1.21,142,Moderate
2024-05-19,Central,Sayajigunj/Mandvi,Commercial/Traffic,69.91,199.43,46.83,3.04,194,Moderate
2024-05-20,North,Nandesari (Industrial),Industrial,60.67,182.02,45.12,15.13,188,Moderate
2024-05-20,South,Makarpura (GIDC),Industrial,60.97,161.89,34.29,10.95,164,Moderate
2024-05-20,East,Waghodia/Ajwa Rd,Developing/Commercial,44.99,156.44,29.92,6.17,135,Moderate
2024-05-20,West,Alkapuri/Old Padra,Residential,42.95,120.08,25.44,2.77,119,Moderate
2024-05-20,Central,Sayajigunj/Mandvi,Commercial/Traffic,48.8,158.13,36.65,6.3,156,Moderate
2024-05-21,North,Nandesari (Industrial),Industrial,96.49,172.43,65.93,6.23,212,Poor
2024-05-21,South,Makarpura (GIDC),Industrial,75.93,179.38,52.96,4.52,210,Poor
2024-05-21,East,Waghodia/Ajwa Rd,Developing/Commercial,71.88,169.87,48.12,2.13,176,Moderate
2024-05-21,West,Alkapuri/Old Padra,Residential,62.03,130.85,38.09,1.06,140,Moderate
2024-05-21,Central,Sayajigunj/Mandvi,Commercial/Traffic,72.93,161.01,66.96,2.73,191,Moderate
2024-05-22,North,Nandesari (Industrial),Industrial,62.99,186.1,50.7,7.7,201,Poor
2024-05-22,South,Makarpura (GIDC),Industrial,59.57,201.04,48.09,5.22,188,Moderate
2024-05-22,East,Waghodia/Ajwa Rd,Developing/Commercial,44.93,154.87,38.06,3.16,157,Moderate
2024-05-22,West,Alkapuri/Old Padra,Residential,43.66,130.3,31.62,1.48,129,Moderate
2024-05-22,Central,Sayajigunj/Mandvi,Commercial/Traffic,56.66,167.09,49.03,3.07,164,Moderate
2024-05-23,North,Nandesari (Industrial),Industrial,112.98,353.37,42.87,7.86,375,Very Poor
2024-05-23,South,Makarpura (GIDC),Industrial,110.25,351.9,33.9,5.65,344,Very Poor
2024-05-23,East,Waghodia/Ajwa Rd,Developing/Commercial,82.07,290.4,29.82,2.64,273,Poor
2024-05-23,West,Alkapuri/Old Padra,Residential,65.19,217.27,23.87,1.32,246,Poor
2024-05-23,Central,Sayajigunj/Mandvi,Commercial/Traffic,95.93,311.6,38.15,3.29,315,Very Poor
2024-05-24,North,Nandesari (Industrial),Industrial,67.23,166.28,43.3,9.2,191,Moderate
2024-05-24,South,Makarpura (GIDC),Industrial,64.33,157.87,38.71,5.65,170,Moderate
2024-05-24,East,Waghodia/Ajwa Rd,Developing/Commercial,53.18,170.63,34.82,3.66,138,Moderate
2024-05-24,West,Alkapuri/Old Padra,Residential,50.65,105.12,27.83,1.67,116,Moderate
2024-05-24,Central,Sayajigunj/Mandvi,Commercial/Traffic,57.77,178.05,41.43,3.63,149,Moderate
2024-05-25,North,Nandesari (Industrial),Industrial,52.5,195.31,40.4,10.41,203,Poor
2024-05-25,South,Makarpura (GIDC),Industrial,52.8,206.22,32.26,7.14,199,Moderate
2024-05-25,East,Waghodia/Ajwa Rd,Developing/Commercial,40.46,176.55,31.02,4.08,166,Moderate
2024-05-25,West,Alkapuri/Old Padra,Residential,38.29,141.1,23.92,2.17,146,Moderate
2024-05-25,Central,Sayajigunj/Mandvi,Commercial/Traffic,48.04,195.53,41.08,5.07,184,Moderate
2024-05-26,North,Nandesari (Industrial),Industrial,49.89,184.62,49.94,9.52,182,Moderate
2024-05-26,South,Makarpura (GIDC),Industrial,53.01,166.93,41.15,7.37,178,Moderate
2024-05-26,East,Waghodia/Ajwa Rd,Developing/Commercial,43.6,149.36,37.12,3.81,149,Moderate
2024-05-26,West,Alkapuri/Old Padra,Residential,33.28,112.79,28.04,1.99,118,Moderate
2024-05-26,Central,Sayajigunj/Mandvi,Commercial/Traffic,41.15,158.61,50.37,4.02,161,Moderate
2024-05-27,North,Nandesari (Industrial),Industrial,52.31,217.32,45.06,12.74,224,Poor
2024-05-27,South,Makarpura (GIDC),Industrial,46.14,202.12,39.52,8.26,194,Moderate
2024-05-27,East,Waghodia/Ajwa Rd,Developing/Commercial,39.34,190.67,35.82,4.55,169,Moderate
2024-05-27,West,Alkapuri/Old Padra,Residential,38.57,130.55,26.76,2.28,143,Moderate
2024-05-27,Central,Sayajigunj/Mandvi,Commercial/Traffic,48.52,209.25,47.07,5.17,183,Moderate
2024-05-28,North,Nandesari (Industrial),Industrial,60.9,166.75,50.62,11.97,186,Moderate
2024-05-28,South,Makarpura (GIDC),Industrial,50.1,176.44,47.55,8.24,175,Moderate
2024-05-28,East,Waghodia/Ajwa Rd,Developing/Commercial,43.14,153.1,36.43,4.8,144,Moderate
2024-05-28,West,Alkapuri/Old Padra,Residential,36.86,111.06,33.14,2.11,118,Moderate
2024-05-28,Central,Sayajigunj/Mandvi,Commercial/Traffic,54.48,171.3,54.92,4.7,167,Moderate
2024-05-29,North,Nandesari (Industrial),Industrial,73.37,239.45,52.45,10.73,237,Poor
2024-05-29,South,Makarpura (GIDC),Industrial,78.46,204.12,51.69,6.81,220,Poor
2024-05-29,East,Waghodia/Ajwa Rd,Developing/Commercial,58.1,180.34,39.08,4.19,172,Moderate
2024-05-29,West,Alkapuri/Old Padra,Residential,48.77,136.51,34.35,1.92,147,Moderate
2024-05-29,Central,Sayajigunj/Mandvi,Commercial/Traffic,71.23,211.59,57.4,4.28,197,Moderate
2024-05-30,North,Nandesari (Industrial),Industrial,81.39,235.98,59.24,13.68,245,Poor
2024-05-30,South,Makarpura (GIDC),Industrial,77.58,222.26,52.46,9.53,230,Poor
2024-05-30,East,Waghodia/Ajwa Rd,Developing/Commercial,64.3,220.35,47.89,6.0,191,Moderate
2024-05-30,West,Alkapuri/Old Padra,Residential,50.56,139.98,37.83,2.96,168,Moderate
2024-05-30,Central,Sayajigunj/Mandvi,Commercial/Traffic,75.18,228.92,63.23,6.24,202,Poor
2024-05-31,North,Nandesari (Industrial),Industrial,58.17,193.6,51.27,6.25,200,Moderate
2024-05-31,South,Makarpura (GIDC),Industrial,47.53,192.98,45.61,4.97,196,Moderate
2024-05-31,East,Waghodia/Ajwa Rd,Developing/Commercial,37.42,180.7,39.8,2.44,152,Moderate
2024-05-31,West,Alkapuri/Old Padra,Residential,35.07,135.96,33.51,1.3,136,Moderate
2024-05-31,Central,Sayajigunj/Mandvi,Commercial/Traffic,48.51,190.11,43.96,2.81,170,Moderate
2024-06-01,North,Nandesari (Industrial),Industrial,19.22,53.8,22.72,3.84,51,Satisfactory
2024-06-01,South,Makarpura (GIDC),Industrial,18.0,52.43,21.17,2.68,49,Good
2024-06-01,East,Waghodia/Ajwa Rd,Developing/Commercial,15.74,45.82,18.53,1.49,42,Good
2024-06-01,West,Alkapuri/Old Padra,Residential,12.48,34.48,13.96,0.74,34,Good
2024-06-01,Central,Sayajigunj/Mandvi,Commercial/Traffic,17.14,50.99,22.64,1.7,45,Good
2024-06-02,North,Nandesari (Industrial),Industrial,44.02,79.54,15.49,4.36,101,Moderate
2024-06-02,South,Makarpura (GIDC),Industrial,36.33,83.7,12.52,3.18,93,Satisfactory
2024-06-02,East,Waghodia/Ajwa Rd,Developing/Commercial,32.76,76.66,12.06,1.82,81,Satisfactory
2024-06-02,West,Alkapuri/Old Padra,Residential,28.23,54.46,9.82,0.88,68,Satisfactory
2024-06-02,Central,Sayajigunj/Mandvi,Commercial/Traffic,34.13,82.17,14.04,1.73,93,Satisfactory
2024-06-03,North,Nandesari (Industrial),Industrial,49.8,140.73,34.66,7.1,131,Moderate
2024-06-03,South,Makarpura (GIDC),Industrial,48.6,125.78,27.7,4.66,119,Moderate
2024-06-03,East,Waghodia/Ajwa Rd,Developing/Commercial,40.03,119.9,23.48,2.61,106,Moderate
2024-06-03,West,Alkapuri/Old Padra,Residential,31.08,86.18,21.8,1.25,89,Satisfactory
2024-06-03,Central,Sayajigunj/Mandvi,Commercial/Traffic,39.48,129.64,29.98,2.8,109,Moderate
2024-06-04,North,Nandesari (Industrial),Industrial,35.18,71.43,38.59,3.11,80,Satisfactory
2024-06-04,South,Makarpura (GIDC),Industrial,32.92,77.25,33.71,1.95,78,Satisfactory
2024-06-04,East,Waghodia/Ajwa Rd,Developing/Commercial,24.99,69.37,30.89,1.22,62,Satisfactory
2024-06-04,West,Alkapuri/Old Padra,Residential,23.67,48.06,24.73,0.57,56,Satisfactory
2024-06-04,Central,Sayajigunj/Mandvi,Commercial/Traffic,31.65,72.48,40.36,1.22,69,Satisfactory
2024-06-05,North,Nandesari (Industrial),Industrial,19.07,86.28,34.58,4.66,98,Satisfactory
2024-06-05,South,Makarpura (GIDC),Industrial,17.83,80.3,29.68,3.08,91,Satisfactory
2024-06-05,East,Waghodia/Ajwa Rd,Developing/Commercial,17.33,85.56,24.86,1.78,72,Satisfactory
2024-06-05,West,Alkapuri/Old Padra,Residential,13.53,61.45,17.53,0.81,63,Satisfactory
2024-06-05,Central,Sayajigunj/Mandvi,Commercial/Traffic,16.63,85.2,27.52,2.06,79,Satisfactory
2024-06-06,North,Nandesari (Industrial),Industrial,35.56,75.0,35.52,9.11,96,Satisfactory
2024-06-06,South,Makarpura (GIDC),Industrial,37.02,77.15,30.19,6.69,82,Satisfactory
2024-06-06,East,Waghodia/Ajwa Rd,Developing/Commercial,26.63,70.88,27.06,4.13,68,Satisfactory
2024-06-06,West,Alkapuri/Old Padra,Residential,24.89,48.54,23.83,1.7,63,Satisfactory
2024-06-06,Central,Sayajigunj/Mandvi,Commercial/Traffic,30.08,68.41,36.76,3.87,77,Satisfactory
2024-06-07,North,Nandesari (Industrial),Industrial,33.03,70.13,25.92,7.62,76,Satisfactory
2024-06-07,South,Makarpura (GIDC),Industrial,26.54,71.39,20.41,5.16,75,Satisfactory
2024-06-07,East,Waghodia/Ajwa Rd,Developing/Commercial,25.75,69.75,18.19,3.04,59,Satisfactory
2024-06-07,West,Alkapuri/Old Padra,Residential,19.15,53.78,14.15,1.48,52,Satisfactory
2024-06-07,Central,Sayajigunj/Mandvi,Commercial/Traffic,28.43,64.2,22.05,3.34,66,Satisfactory
2024-06-08,North,Nandesari (Industrial),Industrial,21.31,74.76,19.31,7.14,70,Satisfactory
2024-06-08,South,Makarpura (GIDC),Industrial,18.65,71.55,19.42,4.45,69,Satisfactory
2024-06-08,East,Waghodia/Ajwa Rd,Developing/Commercial,16.54,66.72,15.02,2.84,56,Satisfactory
2024-06-08,West,Alkapuri/Old Padra,Residential,13.88,43.78,13.62,1.34,45,Good
2024-06-08,Central,Sayajigunj/Mandvi,Commercial/Traffic,17.96,60.35,19.29,3.05,59,Satisfactory
2024-06-09,North,Nandesari (Industrial),Industrial,36.16,97.0,37.33,5.37,88,Satisfactory
2024-06-09,South,Makarpura (GIDC),Industrial,31.34,78.52,28.76,4.45,82,Satisfactory
2024-06-09,East,Waghodia/Ajwa Rd,Developing/Commercial,27.97,81.45,26.81,2.3,69,Satisfactory
2024-06-09,West,Alkapuri/Old Padra,Residential,24.67,53.42,21.98,1.29,62,Satisfactory
2024-06-09,Central,Sayajigunj/Mandvi,Commercial/Traffic,27.63,75.38,32.83,2.39,76,Satisfactory
2024-06-10,North,Nandesari (Industrial),Industrial,32.36,106.31,32.8,10.07,102,Moderate
2024-06-10,South,Makarpura (GIDC),Industrial,30.45,102.07,27.4,7.0,90,Satisfactory
2024-06-10,East,Waghodia/Ajwa Rd,Developing/Commercial,27.02,77.81,22.38,4.02,78,Satisfactory
2024-06-10,West,Alkapuri/Old Padra,Residential,20.95,65.28,18.8,1.91,66,Satisfactory
2024-06-10,Central,Sayajigunj/Mandvi,Commercial/Traffic,29.04,82.27,31.87,4.2,82,Satisfactory
2024-06-11,North,Nandesari (Industrial),Industrial,37.35,122.47,21.12,5.26,120,Moderate
2024-06-11,South,Makarpura (GIDC),Industrial,35.88,103.89,17.32,4.0,111,Moderate
2024-06-11,East,Waghodia/Ajwa Rd,Developing/Commercial,29.92,92.58,16.67,2.27,92,Satisfactory
2024-06-11,West,Alkapuri/Old Padra,Residential,25.76,73.48,12.09,1.1,82,Satisfactory
2024-06-11,Central,Sayajigunj/Mandvi,Commercial/Traffic,31.96,112.11,19.31,2.24,106,Moderate
2024-06-12,North,Nandesari (Industrial),Industrial,34.83,90.53,44.57,5.68,95,Satisfactory
2024-06-12,South,Makarpura (GIDC),Industrial,32.35,98.46,39.86,4.08,90,Satisfactory
2024-06-12,East,Waghodia/Ajwa Rd,Developing/Commercial,24.64,81.16,32.83,2.52,77,Satisfactory
2024-06-12,West,Alkapuri/Old Padra,Residential,22.46,66.71,27.08,1.22,66,Satisfactory
2024-06-12,Central,Sayajigunj/Mandvi,Commercial/Traffic,30.92,82.61,40.97,2.57,83,Satisfactory
2024-06-13,North,Nandesari (Industrial),Industrial,33.45,75.78,24.13,6.81,86,Satisfactory
2024-06-13,South,Makarpura (GIDC),Industrial,33.49,77.26,20.17,4.68,75,Satisfactory
2024-06-13,East,Waghodia/Ajwa Rd,Developing/Commercial,24.6,59.6,18.09,2.75,65,Satisfactory
2024-06-13,West,Alkapuri/Old Padra,Residential,21.34,49.64,15.07,1.32,58,Satisfactory
2024-06-13,Central,Sayajigunj/Mandvi,Commercial/Traffic,29.83,64.09,22.03,2.79,69,Satisfactory
2024-06-14,North,Nandesari (Industrial),Industrial,32.56,71.5,46.9,6.94,77,Satisfactory
2024-06-14,South,Makarpura (GIDC),Industrial,29.0,66.83,35.72,5.15,70,Satisfactory
2024-06-14,East,Waghodia/Ajwa Rd,Developing/Commercial,24.1,64.12,32.57,2.96,54,Satisfactory
2024-06-14,West,Alkapuri/Old Padra,Residential,21.58,41.61,29.27,1.3,49,Good
2024-06-14,Central,Sayajigunj/Mandvi,Commercial/Traffic,26.93,63.62,45.93,2.8,63,Satisfactory
2024-06-15,North,Nandesari (Industrial),Industrial,42.23,54.29,21.61,4.37,106,Moderate
2024-06-15,South,Makarpura (GIDC),Industrial,43.63,46.63,17.21,3.35,105,Moderate
2024-06-15,East,Waghodia/Ajwa Rd,Developing/Commercial,34.85,47.69,16.53,2.0,83,Satisfactory
2024-06-15,West,Alkapuri/Old Padra,Residential,27.86,33.23,14.29,0.87,68,Satisfactory
2024-06-15,Central,Sayajigunj/Mandvi,Commercial/Traffic,35.47,47.66,19.94,2.14,89,Satisfactory
2024-06-16,North,Nandesari (Industrial),Industrial,31.16,65.46,23.78,7.69,87,Satisfactory
2024-06-16,South,Makarpura (GIDC),Industrial,28.72,68.2,19.48,6.06,75,Satisfactory
2024-06-16,East,Waghodia/Ajwa Rd,Developing/Commercial,27.27,55.92,16.01,3.23,62,Satisfactory
2024-06-16,West,Alkapuri/Old Padra,Residential,20.42,38.66,13.51,1.56,53,Satisfactory
2024-06-16,Central,Sayajigunj/Mandvi,Commercial/Traffic,26.47,62.27,21.91,3.38,69,Satisfactory
2024-06-17,North,Nandesari (Industrial),Industrial,35.77,50.87,21.13,8.6,78,Satisfactory
2024-06-17,South,Makarpura (GIDC),Industrial,29.43,47.85,18.8,6.05,74,Satisfactory
2024-06-17,East,Waghodia/Ajwa Rd,Developing/Commercial,25.91,51.43,17.59,3.46,65,Satisfactory
2024-06-17,West,Alkapuri/Old Padra,Residential,23.42,34.37,13.99,1.71,53,Satisfactory
2024-06-17,Central,Sayajigunj/Mandvi,Commercial/Traffic,30.13,47.13,18.91,3.23,66,Satisfactory
2024-06-18,North,Nandesari (Industrial),Industrial,47.64,61.43,22.11,3.62,114,Moderate
2024-06-18,South,Makarpura (GIDC),Industrial,44.89,56.85,16.34,2.39,101,Moderate
2024-06-18,East,Waghodia/Ajwa Rd,Developing/Commercial,34.59,54.28,13.77,1.42,87,Satisfactory
2024-06-18,West,Alkapuri/Old Padra,Residential,31.55,41.1,12.77,0.66,70,Satisfactory
2024-06-18,Central,Sayajigunj/Mandvi,Commercial/Traffic,39.47,57.4,20.88,1.64,91,Satisfactory
2024-06-19,North,Nandesari (Industrial),Industrial,21.16,74.62,34.21,5.39,72,Satisfactory
2024-06-19,South,Makarpura (GIDC),Industrial,21.7,68.93,27.65,3.76,71,Satisfactory
2024-06-19,East,Waghodia/Ajwa Rd,Developing/Commercial,19.46,61.0,24.75,2.0,56,Satisfactory
2024-06-19,West,Alkapuri/Old Padra,Residential,14.18,44.66,21.47,1.01,47,Good
2024-06-19,Central,Sayajigunj/Mandvi,Commercial/Traffic,19.64,70.91,33.07,2.13,64,Satisfactory
2024-06-20,North,Nandesari (Industrial),Industrial,40.23,72.62,14.89,6.32,104,Moderate
2024-06-20,South,Makarpura (GIDC),Industrial,36.95,71.45,14.59,5.11,92,Satisfactory
2024-06-20,East,Waghodia/Ajwa Rd,Developing/Commercial,28.92,57.95,11.97,2.44,73,Satisfactory
2024-06-20,West,Alkapuri/Old Padra,Residential,26.87,42.17,8.53,1.38,63,Satisfactory
2024-06-20,Central,Sayajigunj/Mandvi,Commercial/Traffic,35.51,69.9,16.0,2.71,85,Satisfactory
2024-06-21,North,Nandesari (Industrial),Industrial,58.62,124.73,21.99,8.84,141,Moderate
2024-06-21,South,Makarpura (GIDC),Industrial,54.65,109.12,21.93,6.1,129,Moderate
2024-06-21,East,Waghodia/Ajwa Rd,Developing/Commercial,39.09,110.06,18.96,3.87,108,Moderate
2024-06-21,West,Alkapuri/Old Padra,Residential,38.45,74.58,15.39,1.63,90,Satisfactory
2024-06-21,Central,Sayajigunj/Mandvi,Commercial/Traffic,45.17,114.02,22.69,4.02,111,Moderate
2024-06-22,North,Nandesari (Industrial),Industrial,20.95,76.02,16.2,8.81,74,Satisfactory
2024-06-22,South,Makarpura (GIDC),Industrial,20.0,71.13,16.44,6.73,63,Satisfactory
2024-06-22,East,Waghodia/Ajwa Rd,Developing/Commercial,15.8,55.94,12.44,3.77,55,Satisfactory
2024-06-22,West,Alkapuri/Old Padra,Residential,14.91,45.3,10.26,1.86,48,Good
2024-06-22,Central,Sayajigunj/Mandvi,Commercial/Traffic,19.87,66.22,14.72,3.62,62,Satisfactory
2024-06-23,North,Nandesari (Industrial),Industrial,21.56,85.22,24.8,6.91,97,Satisfactory
2024-06-23,South,Makarpura (GIDC),Industrial,22.08,97.18,18.58,4.57,88,Satisfactory
2024-06-23,East,Waghodia/Ajwa Rd,Developing/Commercial,18.36,76.16,15.63,2.93,75,Satisfactory
2024-06-23,West,Alkapuri/Old Padra,Residential,16.08,63.49,13.03,1.32,60,Satisfactory
2024-06-23,Central,Sayajigunj/Mandvi,Commercial/Traffic,18.39,88.82,19.72,2.75,84,Satisfactory
2024-06-24,North,Nandesari (Industrial),Industrial,24.78,64.29,21.31,6.11,72,Satisfactory
2024-06-24,South,Makarpura (GIDC),Industrial,21.1,66.97,18.95,3.98,66,Satisfactory
2024-06-24,East,Waghodia/Ajwa Rd,Developing/Commercial,19.94,57.06,13.91,2.29,58,Satisfactory
2024-06-24,West,Alkapuri/Old Padra,Residential,17.34,48.96,12.74,1.25,47,Good
2024-06-24,Central,Sayajigunj/Mandvi,Commercial/Traffic,22.77,65.14,18.88,2.66,61,Satisfactory
2024-06-25,North,Nandesari (Industrial),Industrial,32.92,77.59,17.51,6.41,85,Satisfactory
2024-06-25,South,Makarpura (GIDC),Industrial,31.04,69.28,15.92,4.56,74,Satisfactory
2024-06-25,East,Waghodia/Ajwa Rd,Developing/Commercial,23.13,66.16,13.35,2.54,60,Satisfactory
2024-06-25,West,Alkapuri/Old Padra,Residential,22.42,49.89,11.93,1.1,55,Satisfactory
2024-06-25,Central,Sayajigunj/Mandvi,Commercial/Traffic,27.93,73.14,17.53,2.64,70,Satisfactory
2024-06-26,North,Nandesari (Industrial),Industrial,26.58,92.02,48.25,4.26,106,Moderate
2024-06-26,South,Makarpura (GIDC),Industrial,24.81,89.83,38.32,3.18,89,Satisfactory
2024-06-26,East,Waghodia/Ajwa Rd,Developing/Commercial,21.2,92.38,32.35,1.61,81,Satisfactory
2024-06-26,West,Alkapuri/Old Padra,Residential,19.0,61.93,24.26,0.84,67,Satisfactory
2024-06-26,Central,Sayajigunj/Mandvi,Commercial/Traffic,22.85,91.71,42.93,1.88,81,Satisfactory
2024-06-27,North,Nandesari (Industrial),Industrial,33.08,89.51,16.69,7.64,95,Satisfactory
2024-06-27,South,Makarpura (GIDC),Industrial,34.48,81.19,13.05,5.5,86,Satisfactory
2024-06-27,East,Waghodia/Ajwa Rd,Developing/Commercial,29.88,78.08,13.19,2.75,69,Satisfactory
